journal_name,pub_name,journal_id,price,price_date_stamp,category
Atherosclerosis,Elsevier,0021-9150,3000,2016-08-11,MEDICINE
ATMOSFERA,CENTRO CIENCIAS ATMOSFERA UNAM,0187-6236,0,2016-08-11,NA
Automatica,Elsevier,0005-1098,3100,2016-08-11,ROBOTICS
Biochimie,Elsevier,0300-9084,2200,2016-08-11,MOLECULAR AND CELL BIOLOGY
Bioelectrochemistry,Elsevier,1567-5394,2600,2016-08-11,NA
Biologicals,Elsevier,1045-1056,3000,2016-08-11,INFECTIOUS DISEASES
Biomaterials,Elsevier,0142-9612,3500,2016-08-11,PHYSICS AND CHEMISTRY
Bioprinting,Elsevier,2405-8866,1700,2016-08-11,NA
BioSystems,Elsevier,0303-2647,1800,2016-08-11,MOLECULAR AND CELL BIOLOGY
Biotribology,Elsevier,2352-5738,1000,2016-08-11,NA
Bone,Elsevier,8756-3282,2150,2016-08-11,MEDICINE
Brachytherapy,Elsevier,1538-4721,3000,2016-08-11,ONCOLOGY
Burns,Elsevier,0305-4179,3000,2016-08-11,PLASTIC SURGERY
Calphad,Elsevier,0364-5916,2500,2016-08-11,PHYSICS AND CHEMISTRY
Canadian Journal of Diabetes,CANADIAN DIABETES ASSOC,1499-2671,3000,2016-08-11,MEDICINE
Carbon,Elsevier,0008-6223,3500,2016-08-11,PHYSICS AND CHEMISTRY
Cardiocore,Elsevier,1889-898X,3000,2016-08-11,NA
Catena,Elsevier,0341-8162,2500,2016-08-11,NA
Cell,Elsevier,0092-8674,5000,2016-08-11,MOLECULAR AND CELL BIOLOGY
Chemosphere,Elsevier,0045-6535,3000,2016-08-11,NA
Chest,Elsevier,0012-3692,3000,2016-08-11,MEDICINE
Cities,Elsevier,0264-2751,1100,2016-08-11,NA
Cognition,Elsevier,0010-0277,2150,2016-08-11,PSYCHOLOGY
Collegian,Elsevier,1322-7696,1700,2016-08-11,MEDICINE
Contraception,Elsevier,0010-7824,3000,2016-08-11,MEDICINE
Cortex,Elsevier,0010-9452,2600,2016-08-11,NEUROSCIENCE
Cryobiology,Elsevier,0011-2240,2200,2016-08-11,VETERINARY
Cryogenics,Elsevier,0011-2275,2200,2016-08-11,PHYSICS AND CHEMISTRY
Cytokine,Elsevier,1043-4666,3300,2016-08-11,MOLECULAR AND CELL BIOLOGY
Cytotherapy,Elsevier,1465-3249,3000,2016-08-11,MOLECULAR AND CELL BIOLOGY
Dendrochronologia,Elsevier,1125-7865,1500,2016-08-11,NA
Desalination,Elsevier,0011-9164,3600,2016-08-11,NA
Differentiation,Elsevier,0301-4681,3000,2016-08-11,MOLECULAR AND CELL BIOLOGY
Disease-a-Month,Elsevier,0011-5029,2000,2016-08-11,MEDICINE
Displays,Elsevier,0141-9382,2400,2016-08-11,PHYSICS AND CHEMISTRY
EBioMedicine,Elsevier,2352-3964,3000,2016-08-11,NA
ELECTRONIC JOURNAL OF BIOTECHNOLOGY,UNIV CATOLICA DE VALPARAISO,0717-3458,1000,2016-08-11,NA
Endeavour,Elsevier,0160-9327,750,2016-08-11,HISTORY AND PHILOSOPHY OF SCIENCE
Energy,Elsevier,0360-5442,2950,2016-08-11,ENERGY
eNeurologicalSci,Elsevier,2405-6502,1400,2016-08-11,NA
Epidemics,Elsevier,1755-4365,1800,2016-08-11,INFECTIOUS DISEASES
Epileptology,Elsevier,2212-8220,1700,2016-08-11,NA
Fisioterapia,Elsevier,0211-5638,3000,2016-08-11,NA
Fitoterapia,Elsevier,0367-326X,1800,2016-08-11,FOOD SCIENCE
Flora,Elsevier,0367-2530,1500,2016-08-11,ECOLOGY AND EVOLUTION
Fuel,Elsevier,0016-2361,3600,2016-08-11,NA
Futures,Elsevier,0016-3287,1100,2016-08-11,NA
Gastroenterology,Elsevier,0016-5085,3000,2016-08-11,GASTROENTEROLOGY
Gene,Elsevier,0378-1119,3300,2016-08-11,MOLECULAR AND CELL BIOLOGY
Genomics,Elsevier,0888-7543,2150,2016-08-11,MOLECULAR AND CELL BIOLOGY
Geobios,Elsevier,0016-6995,3000,2016-08-11,NA
Geoderma,Elsevier,0016-7061,3000,2016-08-11,PLANT BIOLOGY
Geoforum,Elsevier,0016-7185,1800,2016-08-11,NA
Geomorphology,Elsevier,0169-555X,3300,2016-08-11,NA
GeoResJ,Elsevier,2214-2428,2200,2016-08-11,NA
Geothermics,Elsevier,0375-6505,2650,2016-08-11,ENERGY
Healthcare,Elsevier,2213-0764,3000,2016-08-11,NA
Heliyon,Elsevier,2405-8440,1250,2016-08-11,NA
Homeopathy,Elsevier,1475-4916,2500,2016-08-11,MEDICINE
HPB,Elsevier,1365-182X,3000,2016-08-11,GASTROENTEROLOGY
Hydrometallurgy,Elsevier,0304-386X,3300,2016-08-11,NA
Icarus,Elsevier,0019-1035,2750,2016-08-11,NA
IDCases,Elsevier,2214-2509,500,2016-08-11,NA
Immunity,Elsevier,1074-7613,5000,2016-08-11,MOLECULAR AND CELL BIOLOGY
Immunobiology,Elsevier,0171-2985,2050,2016-08-11,MOLECULAR AND CELL BIOLOGY
Injury,Elsevier,0020-1383,2500,2016-08-11,ORTHOPEDICS
Intelligence,Elsevier,0160-2896,2150,2016-08-11,PSYCHOLOGY
Interbloc,Elsevier,0242-3960,3000,2016-08-11,NA
Intermetallics,Elsevier,0966-9795,1000,2016-08-11,PHYSICS AND CHEMISTRY
Investigacion Economica,UNIV NACIONAL AUTONOMA MEXICO,0185-1667,0,2016-08-11,ECONOMICS
IRBM,Elsevier,1959-0318,3000,2016-08-11,RADIOLOGY
JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION,SCIENTIFIC COMMUNICATIONS INTERNATIONAL LTD.,1684-1182,3000,2016-08-11,INFECTIOUS DISEASES
KONTAKT,Elsevier,1212-4117,3000,2016-08-11,NA
L'aide-soignante,Elsevier,1166-3413,3000,2016-08-11,NA
L'Anthropologie,Elsevier,0003-5521,3000,2016-08-11,ANTHROPOLOGY
Limnologica,Elsevier,0075-9511,1500,2016-08-11,ECOLOGY AND EVOLUTION
Lingua,Elsevier,0024-3841,1800,2016-08-11,LINGUISTICS
LITHOS,Elsevier,0024-4937,3000,2016-08-11,NA
Magister,Elsevier,0212-6796,3000,2016-08-11,NA
Maturitas,Elsevier,0378-5122,3000,2016-08-11,MEDICINE
Measurement,Elsevier,0263-2241,2600,2016-08-11,OPERATIONS RESEARCH
Mechatronics,Elsevier,0957-4158,2400,2016-08-11,ROBOTICS
Medicine,Elsevier,1357-3039,3000,2016-08-11,NA
Metabolism,Elsevier,0026-0495,2500,2016-08-11,MEDICINE
Methods,Elsevier,1046-2023,3300,2016-08-11,MOLECULAR AND CELL BIOLOGY
MethodsX,Elsevier,2215-0161,520,2016-08-11,NA
Micron,Elsevier,0968-4328,2200,2016-08-11,PHYSICS AND CHEMISTRY
Midwifery,Elsevier,0266-6138,3000,2016-08-11,MEDICINE
Mitochondrion,Elsevier,1567-7249,2200,2016-08-11,MOLECULAR AND CELL BIOLOGY
Morphologie,Elsevier,1286-0115,3000,2016-08-11,NA
Mycoscience,Elsevier,1340-3540,3000,2016-08-11,MYCOLOGY
NanoImpact,Elsevier,2452-0748,1500,2016-08-11,NA
NEOPLASIA,NEOPLASIA PRESS,1476-5586,2200,2016-08-11,NA
Neurochirurgie,Elsevier,0028-3770,3000,2016-08-11,NEUROSCIENCE
Neurocomputing,Elsevier,0925-2312,2400,2016-08-11,NA
Neuroepigenetics,Elsevier,2214-7845,2000,2016-08-11,NA
NeuroImage,Elsevier,1053-8119,2600,2016-08-11,NEUROSCIENCE
Neuron,Elsevier,0896-6273,5000,2016-08-11,NEUROSCIENCE
Neuropeptides,Elsevier,0143-4179,1700,2016-08-11,NEUROSCIENCE
Neuropharmacology,Elsevier,0028-3908,2600,2016-08-11,NEUROSCIENCE
Neurophysiologie-Labor,Elsevier,1439-4847,1700,2016-08-11,NA
Neuropsychologia,Elsevier,0028-3932,2150,2016-08-11,NEUROSCIENCE
Neuroscience,Elsevier,0306-4522,2200,2016-08-11,NEUROSCIENCE
Neurotoxicology,Elsevier,0161-813X,3300,2016-08-11,ENVIRONMENTAL HEALTH
Nutrition,Elsevier,0899-9007,2500,2016-08-11,MEDICINE
OCEANOLOGIA,Polish Academy of Sciences,0078-3234,0,2016-08-11,NA
Omega,Elsevier,0305-0483,1800,2016-08-11,OPERATIONS RESEARCH
OpenNano,Elsevier,2352-9520,2000,2016-08-11,NA
Ophthalmology,Elsevier,0161-6420,3000,2016-08-11,OPHTHALMOLOGY
Orbis,Elsevier,0030-4387,1100,2016-08-11,NA
Oxymag,Elsevier,0990-1310,3000,2016-08-11,NA
Palaeoworld,Elsevier,1871-174X,3000,2016-08-11,NA
Pancreatology,Elsevier,1424-3903,3000,2016-08-11,GASTROENTEROLOGY
Particuology,Elsevier,1674-2001,3000,2016-08-11,PHYSICS AND CHEMISTRY
Pathogenesis,Elsevier,2214-6636,1500,2016-08-11,NA
Pathology,Elsevier,0031-3025,2500,2016-08-11,ONCOLOGY
Pathophysiology,Elsevier,0928-4680,3000,2016-08-11,NA
Pedosphere,Elsevier,1002-0160,3000,2016-08-11,PLANT BIOLOGY
Peptides,Elsevier,0196-9781,3000,2016-08-11,MOLECULAR AND CELL BIOLOGY
Pharmacological Reports,Polish Academy of Sciences,1734-1140,3000,2016-08-11,NEUROSCIENCE
PharmaNutrition,Elsevier,2213-4344,3000,2016-08-11,NA
Photoacoustics,Elsevier,2213-5979,1500,2016-08-11,NA
Physiotherapy,Elsevier,0031-9406,2500,2016-08-11,SPORTS MEDICINE
Phytochemistry,Elsevier,0031-9422,3300,2016-08-11,FOOD SCIENCE
Phytomedicine,Elsevier,0944-7113,2500,2016-08-11,FOOD SCIENCE
Placenta,Elsevier,0143-4004,3300,2016-08-11,MEDICINE
Plasmid,Elsevier,0147-619X,3000,2016-08-11,MOLECULAR AND CELL BIOLOGY
PM&R,Elsevier,1934-1482,3000,2016-08-11,SPORTS MEDICINE
Poetics,Elsevier,0304-422X,1800,2016-08-11,SOCIOLOGY
Polyhedron,Elsevier,0277-5387,2600,2016-08-11,PHYSICS AND CHEMISTRY
Polymer,Elsevier,0032-3861,3000,2016-08-11,PHYSICS AND CHEMISTRY
Protist,Elsevier,1434-4610,2500,2016-08-11,ECOLOGY AND EVOLUTION
Psychoneuroendocrinology,Elsevier,0306-4530,3000,2016-08-11,NEUROSCIENCE
Psychosomatics,Elsevier,0033-3182,3000,2016-08-11,PSYCHIATRY
Radiography,Elsevier,1078-8174,2500,2016-08-11,NA
Radiologia,Elsevier,0033-8338,3000,2016-08-11,NA
Rangelands,Elsevier,0190-0528,1500,2016-08-11,NA
Resuscitation,Elsevier,0300-9572,3000,2016-08-11,MEDICINE
Rhizosphere,Elsevier,2452-2198,2000,2016-08-11,NA
Sexologies,Elsevier,1158-1360,3000,2016-08-11,NA
SoftwareX,Elsevier,2352-7110,500,2016-08-11,NA
Soins,Elsevier,0038-0814,3000,2016-08-11,NA
Steroids,Elsevier,0039-128X,3000,2016-08-11,MOLECULAR AND CELL BIOLOGY
Structure,Elsevier,0969-2126,5000,2016-08-11,MOLECULAR AND CELL BIOLOGY
Structures,Elsevier,2352-0124,2500,2016-08-11,NA
Surgery,Elsevier,0039-6060,3000,2016-08-11,GASTROENTEROLOGY
Synergy,Elsevier,2213-7130,1800,2016-08-11,NA
System,Elsevier,0346-251X,1800,2016-08-11,LINGUISTICS
Talanta,Elsevier,0039-9140,2600,2016-08-11,NA
Technovation,Elsevier,0166-4972,1800,2016-08-11,MARKETING
Tectonophysics,Elsevier,0040-1951,2800,2016-08-11,NA
Tetrahedron,Elsevier,0040-4020,2150,2016-08-11,PHYSICS AND CHEMISTRY
Theriogenology,Elsevier,0093-691X,2500,2016-08-11,VETERINARY
Toxicology,Elsevier,0300-483X,2600,2016-08-11,ENVIRONMENTAL HEALTH
Toxicon,Elsevier,0041-0101,3300,2016-08-11,MOLECULAR AND CELL BIOLOGY
TRANSLATIONAL ONCOLOGY,NEOPLASIA PRESS,1936-5233,2200,2016-08-11,ONCOLOGY
Tuberculosis,Elsevier,1472-9792,2500,2016-08-11,MOLECULAR AND CELL BIOLOGY
Ultramicroscopy,Elsevier,0304-3991,2600,2016-08-11,PHYSICS AND CHEMISTRY
Ultrasonics,Elsevier,0041-624X,2600,2016-08-11,RADIOLOGY
Urology,Elsevier,0090-4295,3000,2016-08-11,UROLOGY
Vaccine,Elsevier,0264-410X,2150,2016-08-11,INFECTIOUS DISEASES
Vacuum,Elsevier,0042-207X,2200,2016-08-11,PHYSICS AND CHEMISTRY
Virology,Elsevier,0042-6822,2150,2016-08-11,MOLECULAR AND CELL BIOLOGY
Wear,Elsevier,0043-1648,3000,2016-08-11,PHYSICS AND CHEMISTRY
Zoology,Elsevier,0944-2006,1800,2016-08-11,ECOLOGY AND EVOLUTION
3 Biotech,Springer,2190-5738,0,2012-01-01,NA
Abstract and Applied Analysis,Hindawi,1687-0409,1000,2012-01-01,NA
Acta Adriatica,Institute of Oceanography and Fisheries Split,1846-0453,0,2012-01-01,NA
ACTA BIOCHIMICA POLONICA,ACTA BIOCHIMICA POLONICA,0001-527X,0,2012-01-01,MOLECULAR AND CELL BIOLOGY
Acta Bioethica,Universidad de Chile,1726-569X,0,2012-01-01,NA
ACTA BIOLOGICA CRACOVIENSIA,Polish Academy of Sciences,1898-0295,0,2012-01-01,NA
ACTA BOTANICA BRASILICA,SciELO,1677-941X,0,2012-01-01,NA
Acta Chimica Sinica,Chinese Chemical Society,1614-7065,0,2012-01-01,NA
Acta Clinica Croatica,Self Owned - Non-Profit Society,1333-9451,0,2012-01-01,NA
Acta Crystallographica Section E,Wiley,1600-5368,150,2012-01-01,NA
Acta Geographica Slovenica-Geografski Zbornik,Self Owned - Non-Profit Society,1581-8314,0,2012-01-01,NA
ACTA HISTOCHEMICA ET CYTOCHEMICA,JAPAN SOC HISTOCHEM CYTOCHEM,1347-5800,0,2012-01-01,NA
ACTA MEDICA OKAYAMA,OKAYAMA UNIV MED SCHOOL,0386-300X,0,2012-01-01,MOLECULAR AND CELL BIOLOGY
Acta Montanistica Slovaca,Bentham,1335-1788,0,2012-01-01,NA
ACTA NEUROBIOLOGIAE EXPERIMENTALIS,Self Owned - Non-Profit Society,0065-1400,0,2012-01-01,NEUROSCIENCE
Acta Orthopaedica,INFORMA HEALTHCARE,1745-3682,0,2012-01-01,NA
ACTA PALAEONTOLOGICA POLONICA,Self Owned - Non-Profit Society,1732-2421,0,2012-01-01,NA
ACTA PHYSICA POLONICA A,Polish Academy of Sciences,1509-5770,0,2012-01-01,NA
ACTA PROTOZOOLOGICA,Self Owned - Non-Profit Society,1689-0027,0,2012-01-01,NA
ACTA VETERINARIA SCANDINAVICA,Biomed Central,1751-0147,2000,2012-01-01,NA
ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,HUNGARIAN NATURAL HISTORY MUSEUM,1217-8837,0,2012-01-01,ECOLOGY AND EVOLUTION
Active and Passive Electronic Components,Hindawi,1563-5031,800,2012-01-01,NA
ADANSONIA,Self Owned - Non-Profit Society,1280-8571,0,2012-01-01,ECOLOGY AND EVOLUTION
Advances in Acoustics and Vibration,Hindawi,1687-627X,600,2012-01-01,NA
Advances in Artificial Neural Systems,Hindawi,1687-7608,600,2012-01-01,NA
Advances in Artificial Intelligence,Hindawi,1687-7489,600,2012-01-01,NA
Advances in Astronomy,Hindawi,1687-7977,700,2012-01-01,NA
Advances in Bioinformatics,Hindawi,1687-8035,1000,2012-01-01,NA
Advances in Civil Engineering,Hindawi,1687-8094,600,2012-01-01,NA
Advances in Condensed Matter Physics,Hindawi,1687-8124,700,2012-01-01,NA
Advances in Decision Sciences,Hindawi,2090-3367,600,2012-01-01,NA
Advances in Difference Equations,Springer,1687-1847,670,2012-01-01,NA
Advances in Electrical and Computer Engineering,University published non-profit,1844-7600,0,2012-01-01,NA
Advances in Fuzzy Systems,Hindawi,1687-711X,600,2012-01-01,NA
Advances in Hematology,Hindawi,1687-9112,1000,2012-01-01,NA
ADVANCES IN HIGH ENERGY PHYSICS,Hindawi,1687-7365,600,2012-01-01,NA
Advances in Human-Computer Interaction,Hindawi,1687-5907,600,2012-01-01,NA
Advances in Materials Science and Engineering,Hindawi,1687-8442,800,2012-01-01,NA
Advances in Mathematical Physics,Hindawi,1687-9139,700,2012-01-01,NA
Advances in Mechanical Engineering,Hindawi,1687-8140,600,2012-01-01,NA
Advances in Medical Sciences,VERSITA,1898-4002,0,2012-01-01,NA
Advances in Meteorology,Hindawi,1687-9317,600,2012-01-01,NA
Advances in Multimedia,Hindawi,1687-5699,800,2012-01-01,NA
Advances in Numerical Analysis,Hindawi,1687-9570,600,2012-01-01,NA
Advances in Operations Research,Hindawi,1687-9155,600,2012-01-01,NA
Advances in Optical Technologies,Hindawi,1687-6407,600,2012-01-01,NA
Advances in OptoElectronics,Hindawi,1687-5648,800,2012-01-01,NA
Advances in Orthopedics,Hindawi,2090-3472,800,2012-01-01,NA
Advances in Pharmacological Sciences,Hindawi,1687-6342,1000,2012-01-01,NA
Advances in Physical Chemistry,Hindawi,1687-7993,600,2012-01-01,NA
ADVANCES IN PHYSIOLOGY EDUCATION,AMER PHYSIOLOGICAL SOC,1522-1229,0,2012-01-01,NA
Advances in Power Electronics,Hindawi,2090-1828,0,2012-01-01,NA
Advances in Preventive Medicine,Hindawi,2090-3499,800,2012-01-01,NA
Advances in Software Engineering,Hindawi,1687-8663,600,2012-01-01,NA
Advances in Tribology,Hindawi,1687-5923,0,2012-01-01,NA
Advances in Urology,Hindawi,1687-6377,1000,2012-01-01,NA
Advances in Virology,Hindawi,1687-8647,600,2012-01-01,NA
Afrika Spectrum,INST AFRIKA-KUNDE,1868-6869,0,2012-01-01,NA
African Journal of Agricultural Research,Academic Journals,1991-637X,600,2012-01-01,NA
AFRICAN JOURNAL OF BIOTECHNOLOGY,ACADEMIC JOURNALS,1684-5315,650,2012-01-01,NA
African Journal of Business Management,ACADEMIC JOURNALS,1993-8233,550,2012-01-01,NA
African Journal of Microbiology Research,ACADEMIC JOURNALS,1996-0808,550,2012-01-01,NA
African Journal of Pharmacy and Pharmacology,Academic Journals,1996-0816,600,2012-01-01,NA
Aging,Impact Journals ,1945-4589,1200,2012-01-01,MOLECULAR AND CELL BIOLOGY
AGRICULTURAL AND FOOD SCIENCE,AGRICULTURAL RESEARCH CENTRE FINLAND,1795-1895,0,2012-01-01,NA
AGROCIENCIA,Self Owned - Non-Profit Society,1405-3195,0,2012-01-01,PLANT BIOLOGY
AIDS Research and Therapy,BioMed Central Ltd,1742-6405,1625,2012-01-01,INFECTIOUS DISEASES
AIDS Research and Treatment,Hindawi,2090-1259,500,2012-01-01,NA
AIP Advances,American Institute of Physics,2158-3226,1350,2012-01-01,PHYSICS AND CHEMISTRY
Alcohol Research & Health,National Institute of Health,1535-7414,0,2012-01-01,PSYCHIATRY
Algorithms  ,MDPI,1999-4893,320,2012-01-01,NA
Algorithms for Molecular Biology,Biomed Central,1748-7188,1625,2012-01-01,MOLECULAR AND CELL BIOLOGY
Allergy  Asthma & Clinical Immunology,BioMed Central Ltd,1710-1492,1625,2012-01-01,NA
Alzheimers Research & Therapy,BioMed Central Ltd,1758-9193,1845,2012-01-01,NEUROSCIENCE
AMB Express,Springer,2191-0855,2010,2012-01-01,NA
AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,American Association of Colleges of Pharmacy,1553-6467,0,2012-01-01,NA
Analise Psicologica,Instituto Superior de Psicologia Aplicada-CRL,0870-8231,0,2012-01-01,NA
ANALYTICAL SCIENCES,JAPAN SOC ANALYTICAL CHEMISTRY,1348-2246,0,2012-01-01,NA
Anatomy Research International,Hindawi,2090-2751,500,2012-01-01,NA
Andean Geology,SciELO,0718-7092,0,2012-01-01,NA
Anemia,Hindawi,2090-1275,500,2012-01-01,NA
Anesthesiology Research and Practice,Hindawi,1687-6970,1000,2012-01-01,NA
ANIMAL SCIENCE PAPERS AND REPORTS,Polish Academy of Sciences,0137-1649,0,2012-01-01,NA
ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA,SUOMALAINEN TIEDEAKATEMIA,1239-629X,0,2012-01-01,MATHEMATICS
ANNALES GEOPHYSICAE,EUROPEAN  GEOSCIENCES UNION,1432-0576,0,2012-01-01,NA
ANNALS ACADEMY OF MEDICINE SINGAPORE,ACAD MEDICINE SINGAPORE,0304-4602,0,2012-01-01,MEDICINE
ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE,INST AGRICULTURAL MEDICINE,1898-2263,160,2012-01-01,NA
Annals of Clinical Microbiology and Antimicrobials,BioMed Central Ltd,1476-0711,1625,2012-01-01,INFECTIOUS DISEASES
ANNALS OF FAMILY MEDICINE,ANNALS FAMILY MEDICINE,1544-1717,0,2012-01-01,NA
Annals of General Psychiatry,BioMed Central Ltd,1744-859X,2190,2012-01-01,PSYCHIATRY
ANNALS OF GEOPHYSICS,Self Owned - Non-Profit Society,2037-416X,0,2012-01-01,NA
ANNALS OF INDIAN ACADEMY OF NEUROLOGY,Medknow Publications,0972-2327,0,2012-01-01,NEUROSCIENCE
Annals of Intensive Care,Springer,2110-5820,1675,2012-01-01,NA
ANNALS OF SAUDI MEDICINE,K FAISAL SPEC HOSP RES CENTRE,0256-4947,0,2012-01-01,MEDICINE
Annals of Surgical Innovation and Research,BioMed Central Ltd,1750-1164,1900,2012-01-01,NA
ANNALS OF THORACIC AND CARDIOVASCULAR SURGERY,Self Owned - Non-Profit Society,2186-1005,0,2012-01-01,NA
ANNALS OF THORACIC MEDICINE,Medknow Publications,1817-1737,0,2012-01-01,MEDICINE
AoB Plants,Oxford University Press,2041-2851,0,2012-01-01,PLANT BIOLOGY
APPLICABLE ANALYSIS AND DISCRETE MATHEMATICS,KoBSON,1452-8630,0,2012-01-01,MATHEMATICS
Applied and Environmental Soil Science,Hindawi,1687-7675,600,2012-01-01,NA
Applied Computational Intelligence and Soft Computing,Hindawi,1687-9732,400,2012-01-01,NA
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,University published non-profit,1785-0037,0,2012-01-01,NA
Applied Nanoscience,Springer,2190-5517,0,2012-01-01,NA
Applied Petrochemical Research,Springer,2190-5533,0,2012-01-01,NA
Applied Water Science,Springer,2190-5495,0,2012-01-01,NA
Arabian Journal for Science and Engineering,Springer,2191-4281,0,2012-01-01,NA
Archaea,Hindawi,1472-3654,0,2012-01-01,NA
Archives of Biological Sciences,Self Owned - Non-Profit Society,1821-4339,0,2012-01-01,NA
ARCHIVES OF HISTOLOGY AND CYTOLOGY,JAPAN SOC HISTOL DOCUMENTATION NIIGATA UNIV MEDICAL SCHOOL,1349-1717,0,2012-01-01,NA
ARHIV ZA HIGIJENU RADA I TOKSIKOLOGIJU,VERSITA,1846-9558,0,2012-01-01,NA
ARCHIVES OF MECHANICS,Polish Academy of Sciences,0373-2029,0,2012-01-01,STRUCTURAL ENGINEERING
Archives of Medical Science,Self Owned - Non-Profit Society,1896-9151,253,2012-01-01,NA
ARCHIVES OF METALLURGY AND MATERIALS,Polish Academy of Sciences,1733-3490,0,2012-01-01,PHYSICS AND CHEMISTRY
Archives of Public Health,BioMed Central Ltd,0778-7367,1625,2012-01-01,NA
ARKIVOC,Self Owned - Non-Profit Society,1551-7012,0,2012-01-01,NA
ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA,Self Owned - Non-Profit Society,1678-4162,0,2012-01-01,NA
Arthritis,Hindawi,2090-1992,500,2012-01-01,NA
Arthritis Research & Therapy,BioMed Central Ltd,1478-6354,1845,2012-01-01,NA
Asia Pacific Family Medicine,BioMed Central Ltd,1447-056X,1625,2012-01-01,NA
Asian Pacific Journal of Cancer Prevention,Self Owned - Non-Profit Society,1513-7368,50,2012-01-01,ONCOLOGY
ATMOSFERA,CENTRO CIENCIAS ATMOSFERA UNAM,0187-6236,0,2012-01-01,NA
Atmosphere  ,MDPI,2073-4433,268,2012-01-01,NA
ATMOSPHERIC CHEMISTRY AND PHYSICS,EUROPEAN  GEOSCIENCES UNION,1680-7324,1000,2012-01-01,NA
ATMOSPHERIC MEASUREMENT TECHNIQUES,Copernicus Group,1867-8548,0,2012-01-01,NA
Australasian Journal of Educational Technology,Self Owned - Non-Profit Society,1449-5554,0,2012-01-01,NA
Australia and New Zealand Health Policy,BioMed Central Ltd,1743-8462,1625,2012-01-01,NA
Australian Journal of Crop Science,Self Owned - Non-Profit Society,1835-2707,355,2012-01-01,NA
Austrian Journal of Earth Sciences,Austrian Geological Society,0251-7493,0,2012-01-01,NA
Autism Research and Treatment,Hindawi,2090-1933,0,2012-01-01,NA
Autoimmune Diseases,Hindawi,2090-0430,1000,2012-01-01,NA
Automated Experimentation,BioMed Central Ltd,1759-4499,1625,2012-01-01,NA
Balkan Journal of Geometry and its Applications,Balkan Society of Geometers,1843-2875,0,2012-01-01,NA
International Journal of Occupational Medicine & Environmental Health,Versita,1896-494X,0,2012-01-01,NA
Banach Journal of Mathematical Analysis,Self Owned - Non-Profit Society,1735-8787,0,2012-01-01,MATHEMATICS
BANGLADESH JOURNAL OF PHARMACOLOGY,Self Owned - Unknown Profit Status,1991-0088,0,2012-01-01,NA
Bangladesh Journal of Plant Taxonomy,Self Owned - Non-Profit Society,1028-2092,0,2012-01-01,ECOLOGY AND EVOLUTION
Bayesian Analysis,Self Owned - Non-Profit Society,1931-6690,0,2012-01-01,NA
Behavioral and Brain Functions,Biomed Central,1744-9081,1680,2012-01-01,NEUROSCIENCE
Beilstein Journal of Organic Chemistry,BEILSTEIN-INSTITUT,1860-5397,0,2012-01-01,PHYSICS AND CHEMISTRY
