Domain_English,Field_English,SubField_English,1.01 SEQ,Source_title,issn,essn,smsid,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Aquaculture Economics & Management,1365-7305,1551-8663,111602,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Aquaculture International,0967-6120,1573-143X,119365,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Aquaculture Nutrition,1353-5773,1365-2095,108967,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Aquaculture Research,1355-557X,1365-2109,112047,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Aquarium Sciences and Conservation,1357-5325,,118107,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Aquatic Living Resources,0990-7440,1765-2952,110657,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Archive of Fishery and Marine Research,0944-1921,,120275,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,BFPP : bulletin francais de la peche et de la protection des milieux aquatiques : bulletin francais de la peche et de la pisciculture,1297-6318,,101496,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Bulletin of the European Association of Fish Pathologists,0108-0288,,110786,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,"California Cooperative Oceanic Fisheries, Investigations Reports",0575-3317,,102038,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,California fish and game,0008-1078,,116369,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Canadian Journal of Fisheries and Aquatic Sciences,0706-652X,1205-7533,110503,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Coastal Management,0892-0753,1521-0421,113194,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Cybium,0399-0974,,107937,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Diseases of aquatic organisms,0177-5103,,101458,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Ecology of Freshwater Fish,0906-6691,1600-0633,120171,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Environmental Biology of Fishes,0378-1909,1573-5133,120201,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Fish and Fisheries,1467-2960,1467-2979,116227,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Fish and Shellfish Immunology,1050-4648,1095-9947,100255,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Fish Pathology,0388-788X,,111400,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Fish Physiology,1546-5098,,123043,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Fish Physiology and Biochemistry,0920-1742,1573-5168,111030,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Fisheries,0363-2415,,112643,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Fisheries Management & Ecology,0969-997X,1365-2400,102717,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Fisheries Oceanography,1054-6006,1365-2419,100243,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Fisheries Research,0165-7836,,106655,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Fisheries Science,0919-9268,1444-2906,103639,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,"Fishery bulletin (Washington, D.C. : 1971)",0090-0656,,116281,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,ICES Journal of Marine Science: Journal du Conseil (Elsevier),1054-3139,1095-9289,104988,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Ichthyological Research,1341-8998,1616-3915,107215,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Israeli Journal of Aquaculture - Bamidgeh,0792-156X,,109971,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Japanese Journal of Ichthyology,0021-5090,,117673,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Journal of Applied Aquaculture,1045-4438,1545-0805,107648,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Journal of Applied Ichthyology,0175-8659,1439-0426,105854,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Journal of aquatic animal health,0899-7659,1548-8667,104736,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Journal of Fish Biology,0022-1112,1095-8649,108388,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Journal of Fish Diseases,0140-7775,1365-2761,114451,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Journal of Great Lakes Research,0380-1330,,117674,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Journal of Ichthyology,0032-9452,1555-6425,122089,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Journal of Northwest Atlantic Fishery Science,1813-1859,1682-9786,106467,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Journal of Ocean University of China (English Edition),1672-5182,1993-5021,101672,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Journal of the World Aquaculture Society,0893-8849,1749-7345,111024,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Marine Fisheries Review,0090-1830,,109183,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Marine Policy,0308-597X,,120003,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,NAFO Scientific Council Studies,0250-6432,,110454,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Neotropical ichthyology : official journal of the Sociedade Brasileira de Ictiologia,1679-6225,,112686,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Nippon Suisan Gakkai Shi. Bulletin Of The Japanese Society Of Scientific Fisheries,0021-5392,,100106,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,North American Journal of Aquaculture,1522-2055,,108394,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,North American Journal of Fisheries Management,0275-5947,1548-8675,113212,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Ocean & Coastal Management,0964-5691,,112383,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Progressive Fish-Culturist,0033-0779,,106999,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Reviews in Fish Biology and Fisheries,0960-3166,1573-5184,119399,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Reviews in Fisheries Science,1064-1262,9999-1262,114204,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,ScienceAsia : journal of the Science Society of Thailand,1513-1874,,101986,
Applied Sciences,"Agriculture, Fisheries & Forestry",Fisheries,3,Transactions of the American Fisheries Society,0002-8487,1548-8659,100036,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Agro Food Industry Hi-Tech,1722-6996,,118894,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,American Journal of Food Technology,1557-4571,1557-458X,124443,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,British Food Journal,0007-070X,,112979,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Cereal chemistry,0009-0352,,108132,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Cereal Foods World,0146-6283,,106700,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Comprehensive Reviews in Food Science and Food Safety,,1541-4337,103212,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Czech Journal of Food Sciences,1212-1800,,110649,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Drying Technology,0737-3937,1532-2300,112179,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,European Food Research and Technology,1438-2377,1438-2385,101874,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Flavour and Fragrance Journal,0882-5734,1099-1026,105299,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,"Food Additives & Contaminants: Part A - Chemistry, Analysis, Control, Exposure & Risk Assessment",1944-0049,1944-0057,109552,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Food and Bioproducts Processing,0960-3085,1744-3571,102154,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Food and Chemical Toxicology,0278-6915,,110652,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Food Australia,1032-5298,,101769,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Food Biophysics,1557-1858,1557-1866,106271,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Food Chemistry,0308-8146,,114014,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Food Control,0956-7135,,112961,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Food Hydrocolloids,0268-005X,,107948,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Food Quality and Preference,0950-3293,,112419,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Food Research International,0963-9969,,115604,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Food Reviews International,8755-9129,1525-6103,118376,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Food Science and Technology,1475-3324,,120314,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Food Science and Technology International,1082-0132,1532-1738,113109,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Food science and technology research,1344-6606,,105284,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Food technology,0015-6639,,120684,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Innovative Food Science and Emerging Technologies,1466-8564,,107586,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,International Journal of Food Engineering,,1556-3758,107390,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,International Journal of Food Properties,1094-2912,1532-2386,101522,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,International Journal of Food Science & Technology,0950-5423,1365-2621,117869,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,International Journal of Food Sciences and Nutrition (Informa),0963-7486,1465-3478,108699,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,International Sugar Journal,0020-8841,,104474,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Italian journal of food science : IJFS = Rivista italiana di scienza degli alimenti,1120-1770,,105281,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Journal of Agricultural and Food Chemistry,0021-8561,1520-5118,118723,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Journal of applied botany and food quality = Angewandte Botanik / Vereinigung fur Angewandte Botanik [und] Deutsche Gesellschaft fur Qualitatsforschung,1613-9216,,106412,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Journal of Aquatic Food Product Technology,1049-8850,1547-0636,107795,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Journal of Cereal Science,0733-5210,1095-9963,116264,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Journal of Food Biochemistry,0145-8884,1745-4514,112279,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Journal of Food Composition and Analysis,0889-1575,1096-0481,100941,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Journal of Food Engineering,0260-8774,,108782,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Journal of Food Process Engineering,0145-8876,1745-4530,102467,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Journal of Food Processing and Preservation,0145-8892,1745-4549,117051,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Journal of Food Science,0022-1147,1750-3841,118168,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Journal of Food Science and Technology,0022-1155,0975-8402,110148,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Journal of Sensory Studies,0887-8250,1745-459X,100031,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Journal of Texture Studies,0022-4901,1745-4603,114043,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Journal of the American Society of Brewing Chemists. American Society of Brewing Chemists,0361-0470,,116374,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Journal of the Institute of Brewing. Institute of Brewing (Great Britain),0046-9750,,118831,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Journal of the Japanese Society for Food Science and Technology / Nippon Shokuhin Kagaku Kogaku Kaishi,1341-027X,1882-336X,133619,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Journal of the Science of Food and Agriculture,0022-5142,1097-0010,107960,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Monatsschrift für Brauwissenschaft,0723-1520,,100571,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Nahrung / Food,0027-769X,1521-3803,112007,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Starch / Staerke,0038-9056,1521-379X,105440,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,The Journal of microwave power and electromagnetic energy : a publication of the International Microwave Power Institute,0832-7823,,112351,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Trends in Food Science & Technology,0924-2244,,118852,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Zeitschrift fur Lebensmittel-Untersuchung und -Forschung,0044-3026,,101670,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,"Zeitschrift fur Lebensmittel-Untersuchung und -Forschung. A, Food research and technology",1431-4630,,132933,
Applied Sciences,"Agriculture, Fisheries & Forestry",Food Science,4,Zuckerindustrie,0344-8657,,113550,
Applied Sciences,"Agriculture, Fisheries & Forestry",Forestry,5,Agroforestry Systems,0167-4366,1572-9680,120737,
Applied Sciences,"Agriculture, Fisheries & Forestry",Forestry,5,Allgemeine Forst und Jagdzeitung,0002-5852,,100675,
Applied Sciences,"Agriculture, Fisheries & Forestry",Forestry,5,Annales des Sciences Forestieres,0003-4312,,117666,
Applied Sciences,"Agriculture, Fisheries & Forestry",Forestry,5,Annals of Forest Science,1286-4560,1297-966X,119548,
Applied Sciences,"Agriculture, Fisheries & Forestry",Forestry,5,Appita Journal,1038-6807,,101131,
Applied Sciences,"Agriculture, Fisheries & Forestry",Forestry,5,Arboricultural Journal,0307-1375,,126126,
Applied Sciences,"Agriculture, Fisheries & Forestry",Forestry,5,ATIP. Association Technique de L'Industrie Papetiere,0997-7554,,123343,
Applied Sciences,"Agriculture, Fisheries & Forestry",Forestry,5,Australian Forestry,0004-9158,,107302,
Applied Sciences,"Agriculture, Fisheries & Forestry",Forestry,5,Austrian Journal of Forest Science,0379-5292,,124693,
Applied Sciences,"Agriculture, Fisheries & Forestry",Forestry,5,Beijing Linye Daxue Xuebao/Journal of Beijing Forestry University,1000-1522,,130876,
Applied Sciences,"Agriculture, Fisheries & Forestry",Forestry,5,Bosque,0304-8799,0717-9200,106780,
Applied Sciences,"Agriculture, Fisheries & Forestry",Forestry,5,Canadian Journal of Forest Research,0045-5067,1208-6037,100397,
Applied Sciences,"Agriculture, Fisheries & Forestry",Forestry,5,Chung-kuo Tsao Chih/China Pulp and Paper,0254-508X,,123414,
Applied Sciences,"Agriculture, Fisheries & Forestry",Forestry,5,Commonwealth Forestry Review,0010-3381,,100968,
Applied Sciences,"Agriculture, Fisheries & Forestry",Forestry,5,Croatian Journal of Forest Engineering,1845-5719,,130810,
Applied Sciences,"Agriculture, Fisheries & Forestry",Forestry,5,Dendrobiology,1641-1307,,103597,
Applied Sciences,"Agriculture, Fisheries & Forestry",Forestry,5,Dendrochronologia,1125-7865,,124426,
Applied Sciences,"Agriculture, Fisheries & Forestry",Forestry,5,European journal of forest pathology. Journal europeen de pathologie forestiere. Europaische Zeitschrift fur Forstpathologie,0300-1237,,111491,
Applied Sciences,"Agriculture, Fisheries & Forestry",Forestry,5,"Folia Forestalia Polonica, Series A",0071-6677,,111504,
Applied Sciences,"Agriculture, Fisheries & Forestry",Forestry,5,Forest Ecology and Management,0378-1127,,112819,
