"issn","journal_name","pub_name",is_hybrid,"category","url"
"0718-0012","Ius Et Praxis ","Universidad de Talca",0,"Law","http://www.revistaiepraxis.cl"
"0718-0527","Revista Mad","Universidad de Chile",0,"Geography. Anthropology. Recreation","http://www.revistamad.uchile.cl/"
"0718-090X","Revista De Ciencia Política","Pontificia Universidad Católica de Chile",0,"Political science","http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-090X&lng=pt&nrm=iso"
"0718-1957","Revista De Biologia Marina Y Oceanografia","Self Owned - Non-Profit Society",0,NULL,NULL
"0718-2228","Psykhe ","Pontificia Universidad Católica de Chile",0,"Philosophy. Psychology. Religion","http://www.psykhe.cl"
"0718-2244","Magallania","Self Owned - Non-Profit Society",0,NULL,NULL
"0718-2295","Revista Chilena De Literatura","Universidad de Chile",0,"Language and Literature","http://www.revistaliteratura.uchile.cl/"
"0718-235X","Revista Interamericana De Ambiente Y Turismo","Universidad de Talca",0,"Geography. Anthropology. Recreation","http://riat.utalca.cl/index.php/test/index"
"0718-3305","Ingeniare :  Revista Chilena De IngenieríA","Universidad de Tarapacá",0,"Technology","http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-3305&lng=es&nrm=iso"
"0718-3607","Urbano","Universidad del Bío Bío",0,"Fine Arts","http://www.revistaurbano.cl"
"0718-4360","Revista De FilosofíA","Universidad de Chile",0,"Philosophy. Psychology. Religion","http://www.revistafilosofia.uchile.cl"
"0718-4662","Capic Review","Conferencia Académica Permanente de Investigación Contable (CAPIC)",0,"Social Sciences","http://www.capic.cl/"
"0718-4867","Revista Perspectivas De La Comunicación","Universidad de La Frontera",0,"Language and Literature","http://www.perspectivasdelacomunicacion.cl"
"0718-5006","Formación Universitaria","Centro de Información Tecnológica (CIT)",0,"Education","http://www.citrevistas.cl/a1-formacion.htm"
"0718-5014","Estudios Avanzados","Universidad de Santiago de Chile",0,"General Works","http://www.revistas.usach.cl/ojs/index.php/ideas/index"
"0718-5049","Izquierdas","Universidad de Santiago de Chile",0,"History America","http://www.izquierdas.cl"
"0718-560X","Latin American Journal of Aquatic Research","Escuela de Ciencias del Mar, Facultad de Recursos Naturales, Pontificia Universidad Católica de Valparaíso",0,"Agriculture",""
"0718-5758","Onomázein : Revista De Lingüística, Filología Y Traducción","Facultad de Letras - Pontificia Universidad Católica de Chile",0,"Language and Literature","http://www.onomazein.net"
"0718-5839","Chilean Journal of Agricultural Research","Instituto de Investigaciones Agropecuarias, INIA",0,"Agriculture",""
"0718-7092","Andean Geology","SciELO",0,"nan",""
"0718-7106","Andean Geology","Servicio Nacional de Geología y Minería (SERNAGEOMIN)",0,"Science",""
"0718-8307","Ingenieria Industrial","Universidad del Biobio",0,"Technology","http://revistas.ubiobio.cl/index.php/RI"
"0718-8358","Revista INVI","Universidad de Chile ",0,"Fine Arts","http://www.revistainvi.uchile.cl/"
"0718-8412","Biodiversity and Natural History","Centro de Estudios en Biodiversidad",0,"Science","http://www.biodiversnathist.com"
"0718-8471","Byzantion Nea Hellás","Universidad de Chile",0,"Language and Literature","http://www.byzantion.uchile.cl/"
"0718-8706","Avances en Ciencias E IngenieríA","Executive Business School",0,"Technology","http://www.exeedu.com/publishing.cl/av_cienc_ing/"
"0718-8870","Revista De Análisis Económico (RAE)","Georgetown University, Universidad Alberto Hurtado",0,"Social Sciences","http://www.rae-ear.org/"
"0718-9230","Revista Estudios Hemisféricos Y Polares","Centro de Estudios Hemisféricos y Polares",0,"Social Sciences","http://www.revistaestudioshemisfericosypolares.cl"
"0718-9273","Veritas : Revista De Filosofía Y Teología ","Pontificio Seminario Mayor San Rafael Valparaíso",0,"Philosophy. Psychology. Religion","http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-9273&lng=en&nrm=iso"
"0718-9303","Boletín De Filología ","Universidad de Chile",0,"Language and Literature","http://www.boletinfilologia.uchile.cl/"
"0718-9613","Motricidad Humana","Universidad Católica de Valparaíso",0,"Geography. Anthropology. Recreation","http://www.revistamotricidad.com"
"0719-0107","Revista Clínica De Periodoncia, Implantología Y Rehabilitación Oral","Sociedad de Periodoncia de Chile, Sociedad de Implantología Oral de Chile and Sociedad de Prótesis y Rehabilitación Oral de Chile",0,"Medicine","http://www.scielo.cl/scielo.php?script=sci_serial&pid=0719-0107&lng=en&nrm=iso"
"0719-0166","Imagonautas","Universidade de Vigo",0,"Social Sciences","http://imagonautas.webs.uvigo.gal/index.php/imagonautas/index"
"0719-0409","Pensamiento Educativo: Revista De Investigación Educacional Latinoamericana","Pontificia Universidad Católica de Chile",0,"Education","http://pensamientoeducativo.uc.cl"
"0719-0700","Revista Hábitat Sustentable","Universidad del Bío Bío",0,"Fine Arts","http://www.revistahabitatsustentable.cl"
"0719-0964","Cisma: Revista De Humanidades Y Ciencias Sociales","Centro Telúrico de Investigaciones Teóricas",0,"Social Sciences","http://cisma.ctit.cl/"
"0719-1243","Cuadernos De Historia","Universidad de Chile",0,"History (General) and history of Europe","http://www.scielo.cl/scielo.php?script=sci_serial&pid=0719-1243&lng=en&nrm=iso"
"0719-1529","Comunicación Y Medios","Universidad de Chile",0,"Language and Literature","http://www.comunicacionymedios.uchile.cl/"
"0719-1790","Revista Iberoamericana De Estudios Municipales","Universidad Autónoma de Chile",0,"Geography. Anthropology. Recreation","http://revistariem.cl/index.php/riem/index "
"0719-1839","Revista De Gestión Pública","Centro de Gestión Pública",0,"Political science","http://www.revistadegestionpublica.cl"
"0719-2452","Journal of Natural Resources and Development","Pontificia Universidad Católica de Valparaíso",0,"Geography. Anthropology. Recreation","http://www.jnrd.info"
"0719-2479","Journal of Oral Research","Universidad de Concepción.",0,"Medicine","http://www.joralres.com/index.php/JOR"
"0719-2584","Revista Chilena De Derecho Y TecnologíA","Universidad de Chile",0,"Technology | Law","http://www.rchdt.uchile.cl/"
"0719-2789","Cultura-Hombre-Sociedad","Universidad Católica de Temuco",0,"Geography. Anthropology. Recreation","http://cuhso.cl"
"0719-2827","Communications in Inorganic Synthesis","Universidad de Santiago",0,"Science","http://cis.latinamres.org/"
"0719-3262","Logos: Revista De Lingüística, Literatura Y FilosofíA","Universidad de La Serena",0,"nan","http://revistas.userena.cl/index.php/logos/index"
"0719-3335","Revista Eltopo","Eltopo Editores",0,"Social Sciences","http://www.eltopo.cl"
"0719-3688","Revista De Estudios Políticos Y Estratégicos","Universidad Tecnológica Metropolitana",0,"Political science","http://revistaepe.blogutem.cl/tag/revista-epe/"
"0719-3769","Estudios Internacionales","Universidad de Chile. Instituto de Estudios Internacionales",0,"Political science","http://www.revistaei.uchile.cl"
"0719-4250","Journal of Pharmacy & Pharmacognosy Research","Academic Association of Pharmaceutical Sciences from Antofagasta (ASOCIFA)",0,"Medicine","http://jppres.com/jppres/"
"0719-4285","Fronteras: Revista De Ciencias Sociales Y Humanidades","Universidad de La Frontera",0,"General Works","http://publicacionescienciassociales.ufro.cl/index.php/fronteras/index"
"0719-448X","Summa Psicologica UST","Universidad Santo Tomás",0,"Philosophy. Psychology. Religion","http://summapsicologica.cl/index.php/summa"
"0719-4692","Revista Chilena De FonoaudiologíA","Universidad de Chile",0,"Medicine","http://www.revfono.uchile.cl/"
"0719-4706","Revista Inclusiones","Universidad de Los Lagos",0,"General Works","http://www.revistainclusiones.cl/"
"0719-4749","Revista De Historia Social Y De Las Mentalidades","Universidad de Santiago de Chile",0,"History America | Social Sciences","http://www.rhistoria.usach.cl"
"0719-4986","Biodiversity and Natural History","Centro de Estudios en Biodiversidad",0,"Science","http://www.biodiversnathist.com"
"0719-4994","Rivar","Universidad de Santiago de Chile",0,"Agriculture","http://revistarivar.cl/"
"0719-5885","Revista Pedagogía Universitaria Y Didáctica Del Derecho","Universidad de Chile",0,"Education","http://www.pedagogiaderecho.uchile.cl/"
"0719-6245","Ran","Universidad de Concepción",0,"Social Sciences","http://ran.udec.cl"
"0719-6466","Arquitecturas Del Sur","Universidad del Bío Bío",0,"Fine Arts","http://www.arquitecturasdelsur.cl"
"0719-6520","TS Cuadernos De Trabajo Social","Universidad de San Sebastián",0,"Social Sciences","http://www.tscuadernosdetrabajosocial.cl/"
"0730-2347","Texas Heart Institute Journal","Texas Heart Inst",0,"Medicine",NULL
"0730-9295","Information Technology and Libraries","",0,NULL,""
"0738-3091","Indian Journal of Pharmaceutical and Biological Research","nan",0,NULL,""
"0741-8329","Alcohol","Elsevier",0,"NEUROSCIENCE",""
"0742-3225","Family Medicine","Soc Teachers Family Medicine",0,"Medicine",NULL
"0747-9964","Journal of Engineering Technology","American Society for Engineering Education",0,"Physics and Chemistry",NULL
"0748-7711","Journal of Rehabilitation Research and Development","Self Owned - Non-Profit Society",0,"Sports Medicine",NULL
"0761-4048","Global Journal of Multidisciplinary Studies","nan",0,NULL,""
"0778-7367","Archives of Public Health","Biomed Central Ltd",0,NULL,NULL
"0799-3757","Caribbean Journal of Science and Technology","nan",0,NULL,""
"0799-3889","WIMJ Open","The University of the West Indies",0,"Medicine","http://www.mona.uwi.edu/wimjopen/"
"0800-0395","Polar Research","",0,NULL,""
"0809-6724","Nordic Journal of Digital Literacy ","Universitetsforlaget",0,"Education","https://www.idunn.no/dk"
"0812-1126","Biointerface Research in Applied Chemistry","nan",0,NULL,""
"0812-1135","Biointerface Research in Applied Chemistry","nan",0,NULL,""
"0812-1137","Biointerface Research in Applied Chemistry","nan",0,NULL,""
"0812-3497","International Journal of Agriculture and Food Security","Advanced Scholars Journals",0,NULL,""
"0824-2577","Informal Logic","University of Windsor",0,"Philosophy. Psychology. Religion","http://www.informallogic.ca "
"0825-8597","Journal of Palliative Care","Sage Publishing",1,"Medicine","http://journals.sagepub.com/home/pala"
"0827-1472","International Journal of English Research","nan",0,NULL,""
"0860-021X","Biology of Sport","",0,NULL,""
"0860-8229","Metrology and Measurement Systems","Versita",0,"",""
"0862-5468","Ceramics-Silikaty","",0,NULL,""
"0862-867X","Horticultural Science","",0,NULL,""
"0867-1761","Folia Horticulturae","",0,NULL,""
"0870-6182","Ler História","Associação de Actividades Científicas",0,"History (General) and history of Europe","http://lerhistoria.revues.org"
"0870-8231","Analise Psicologica","Instituto Superior De Psicologia Aplicada-Crl",0,NULL,NULL
"0886-7356","Cultural Anthropology","",0,NULL,""
"0888-7543","Genomics","Elsevier",1,"Molecular and Cell Biology",NULL
"0891-2017","Computational Linguistics","",0,NULL,""
"0891-6640","Journal of Veterinary Internal Medicine","",0,NULL,""
"0892-7626","Journal of Applied Business Research","The Clute Institute",0,NULL,""
"0896-5803","Journal of Real Estate Research","Self Owned - Non-Profit Society",0,NULL,NULL
"0896-6273","Neuron","Elsevier",1,"Neuroscience",NULL
"0898-9591","Chinese Journal of Geophysics","Chinese Geophysical Society",0,NULL,NULL
"0899-9007","Nutrition","Elsevier",1,"Medicine",NULL
"0909-6396","Wildlife Biology","",0,NULL,""
"0915-5287","Journal of Physical Therapy Science","Self Owned - Non-Profit Society",0,"","https://www.jstage.jst.go.jp/jstage/pub/jpts/pdf/regulation_en.pdf"
"0917-5040","Journal of Epidemiology","",0,NULL,""
"0918-7960","Anthropological Science","ANTHROPOLOGICAL SOC NIPPON",0,"ANTHROPOLOGY",""
"0925-2312","Neurocomputing","Elsevier",1,NULL,NULL
"0928-4249","Veterinary Research","",0,NULL,""
"0928-4680","Pathophysiology","Elsevier",1,NULL,NULL
"0929-6646","Journal of the Formosan Medical Association","",0,NULL,""
"0941-2948","Meteorologische Zeitschrift","",0,NULL,""
"0941-5122","Mechanical Engineering Series","Academics World",0,NULL,""
"0942-0940","Acta Neurochirurgica","Springer",1,NULL,NULL
"0944-2006","Zoology","Elsevier",1,"Ecology and Evolution",NULL
"0944-7113","Phytomedicine","Elsevier",1,"Food Science",NULL
"0945-3245","Numerische Mathematik","Springer",1,NULL,NULL
"0948-5023","Journal of Molecular Modeling","Springer",1,NULL,NULL
"0948-6968","Journal of Universal Computer Science","Springer",0,NULL,NULL
"0949-2321","European Journal of Medical Research","",0,NULL,""
"0949-877X","The Vldb Journal","Springer",1,NULL,NULL
"0953-4180","Behavioural Neurology","",0,NULL,""
"0954-2299","Chemical Speciation and Bioavailability","",0,NULL,""
"0957-4158","Mechatronics","Elsevier",1,"Robotics",NULL
"0962-9351","Mediators of Inflammation","",0,NULL,""
"0966-9795","Intermetallics","Elsevier",1,"Physics and Chemistry",NULL
"0968-4328","Micron","Elsevier",1,"Physics and Chemistry",NULL
"0969-2126","Structure","Elsevier",1,"Molecular and Cell Biology",NULL
"0970-7077","Asian Journal of Chemistry","nan",0,NULL,""
"0970-9371","Journal of Cytology","Medknow Publications",0,"",""
"0970-938X","Biomedical Research","Allied Academies",0,NULL,""
"0971-0426","Indian Journal of Fibre & Textile Research","",0,NULL,""
"0971-5916","Indian Journal of Medical Research","Indian Council Medical Res",0,"Medicine",""
"0971-8966","Himalayan Geology","Wadia Institute of Himalayan Geology",0,"","nan"
"0971-9032","Current Pediatric Research","Allied Academies",0,NULL,""
"0972-2327","Annals of Indian Academy of Neurology","Medknow Publications",0,"NEUROSCIENCE",""
"0972-2823","Journal of Postgraduate Medicine","Medknow Publications",0,"Medicine","http://www.jpgmonline.com/"
"0972-3757","International Journal of Human Genetics","KAMLA-RAJ ENTERPRISES",0,"","nan"
"0972-4923","Conservation & Society","",0,NULL,""
"0972-5849","Indian Journal of Biotechnology","National Institute of Science Communication and Information Resources",0,"","http://nopr.niscair.res.in/handle/123456789/38"
"0972-7272","Journal of Digital Information Management","Digital Information Research Foundation (DIRF)",0,NULL,""
"0972-8643","Antarctica Journal of Mathematics","Antarctic Journals",0,NULL,""
"0972-9062","Journal of Vector Borne Diseases","MALARIA RESEARCH CENTRE",0,"",""
"0972-9941","Journal of Minimal Access Surgery","",0,NULL,""
"0972-9976","International Journal of Tomography & Simulation","CESER Publications",0,NULL,""
"0972-9984","International Journal of Ecology & Development","CESER Publications",0,NULL,""
"0973-0028","Journal of Cell and Tissue Research","CTR Publications",0,NULL,""
"0973-0311","The Indian Anaesthetists' Forum","Wolters Kluwer Medknow Publications",0,"Medicine","http://www.theiaforum.org"
"0973-1377","International Journal of Applied Mathematics and Statistics","CESER Publications",0,NULL,""
"0973-1385","International Journal of Ecological Economics and Statistics","CESER Publications",0,NULL,""
"0973-1482","Journal of Cancer Research and Therapeutics","Medknow Publications",0,"",""
"0973-3922","Indian Journal of Dermatology, Venereology and Leprology","Medknow Publications",0,"Medicine","http://www.ijdvl.com/"
"0973-4031","Current Biotica","nan",0,NULL,""
"0973-6042","International Journal of Shoulder Surgery","Medknow Publications",0,"Medicine",""
"0973-7022","Bulletin of Statistics & Economics","CESER Publications",0,NULL,""
"0973-7049","The Bioscan","nan",0,NULL,""
"0973-7111","Pramana-Journal of Physics","Springer",0,NULL,NULL
"0973-7138","Journal of Biosciences","Springer",0,NULL,NULL
"0973-7154","Journal of Stem Cells and Regenerative Medicine","GN Corporation Limited",0,"Medicine","http://www.pubstemcell.com"
"0973-7294","International Journal of Tomography & Simulation","CESER Publications",0,NULL,""
"0973-7308","International Journal of Ecology & Development","CESER Publications",0,NULL,""
"0973-7537","International Journal of Ecological Economics and Statistics","CESER Publications",0,NULL,""
"0973-7545","International Journal of Applied Mathematics and Statistics","CESER Publications",0,NULL,""
"0973-7669","Bulletin of Materials Science","Springer",0,NULL,NULL
"0973-7707","Indian Journal of Otolaryngology and Head & Neck Surgery","Springer",1,NULL,NULL
"0973-774X","Journal of Earth System Science","Indian Academy of Sciences",0,"Science","http://www.ias.ac.in/page/flat/Journals/Journal_of_Earth_System_Science/"
"0973-7758","Journal of Astrophysics and Astronomy","Springer",0,NULL,NULL
"0973-8347","International Journal of Mathematics and Statistics","CESER Publications",0,NULL,""
"0973-9505","Eletronic Journal of Environmental Sciences","CTR Publications",0,NULL,""
"0973-9777","Indian Journal of Research Anvikshiki","nan",0,NULL,""
"0973-9890","Electronic Journal of Pharmacology & Therapy","CTR Publications",0,NULL,""
"0974-0252","Indian Journal of Plant Physiology","Springer",1,NULL,NULL
"0974-0546","Carbon: Science and Technology","Applied Science Innovations Private Limited",0,"Technology","http://www.applied-science-innovations.com/cst-web-site/cst-1.html"
"0974-0635","International Journal of Artificial Intelligence","CESER Publications",0,NULL,""
"0974-0910","Journal of Cell and Tissue Research","CTR Publications",0,NULL,""
"0974-1828","International Journal of Difference Equations","Research India Publications",0,"Science","http://campus.mst.edu/ijde/index.htm"
"0974-2441","Asian Journal of Pharmaceutical & Clinical Research","Innovare Academic Sciencies",0,NULL,""
"0974-276X","Journal of Proteomics & Bioinformatics","Omics Publ Grp",0,NULL,NULL
"0974-3588","International Journal of Emerging Technolies and Applications in Engineering Technolgy and Sciences","Amoghsiddhi Education Society",0,NULL,""
"0974-5130","Indian Journal of Pathology and Microbiology","Medknow Publications",0,"Medicine","http://www.ijpmonline.org/"
"0974-5149","Annals of Pediatric Cardiology","Medknow Publications",0,"Medicine","http://www.annalspc.com/"
"0974-5157","Journal of Cutaneous and Aesthetic Surgery ","Medknow Publications",0,"Medicine","http://www.jcasonline.com/"
